Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,68.375000,69.000000,53.500000,54.750000,36.373245,135751100
2000-02-01,55.000000,60.125000,43.437500,48.750000,32.387142,230040300
2000-03-01,49.875000,60.750000,45.625000,56.500000,37.535858,231782500
2000-04-01,56.625000,64.937500,51.750000,55.375000,36.834743,136390700
2000-05-01,56.375000,60.000000,49.500000,57.625000,38.331425,144407300
2000-06-01,57.125000,60.062500,51.625000,57.625000,38.331425,129622000
2000-07-01,57.250000,62.937500,54.250000,55.250000,36.791737,107293500
2000-08-01,54.000000,57.625000,47.125000,47.625000,31.714146,192477600
2000-09-01,47.562500,54.750000,46.875000,48.125000,32.047104,150950500
2000-10-01,48.187500,48.625000,41.437500,45.375000,30.249439,217333800
2000-11-01,46.500000,52.187500,42.562500,52.187500,34.791050,196379900
2000-12-01,52.625000,55.937500,46.937500,53.125000,35.416012,172787800
2001-01-01,53.125000,58.750000,50.437500,56.799999,37.913368,179925700
2001-02-01,56.799999,56.799999,48.049999,50.090000,33.434517,136950200
2001-03-01,49.250000,51.900002,45.200001,50.500000,33.708179,169447700
2001-04-01,50.000000,53.299999,47.410000,51.740002,34.586437,149743600
2001-05-01,51.720001,54.750000,51.000000,51.750000,34.593121,146569900
2001-06-01,51.540001,52.450001,48.000000,48.799999,32.621132,122370700
2001-07-01,48.950001,56.500000,46.709999,55.900002,37.420883,154027100
2001-08-01,55.400002,56.770000,47.240002,48.049999,32.165874,151455300
2001-09-01,48.230000,49.950001,42.000000,49.500000,33.136547,174327700
2001-10-01,49.500000,54.750000,48.139999,51.400002,34.461651,187933400
2001-11-01,51.200001,56.240002,50.860001,55.150002,36.975876,158067900
2001-12-01,55.060001,58.740002,53.029999,57.549999,38.584984,135601900
2002-01-01,57.650002,59.980000,55.310001,59.980000,40.264732,150831500
2002-02-01,59.700001,62.880001,58.099998,62.009998,41.627460,151688900
2002-03-01,62.200001,63.939999,60.299999,61.299999,41.150837,151343400
2002-04-01,60.349998,61.849998,55.459999,55.860001,37.543331,173902500
2002-05-01,55.599998,59.299999,53.610001,54.099998,36.360435,174180400
2002-06-01,54.180000,58.880001,52.000000,55.009998,36.972046,198082500
2002-07-01,55.299999,56.700001,43.720001,49.180000,33.096115,256873400
2002-08-01,49.000000,54.790001,45.189999,53.480000,35.989830,216148600
2002-09-01,52.849998,57.000000,48.099998,49.240002,33.136520,189286100
2002-10-01,49.240002,58.020000,48.549999,53.549999,36.086823,281372000
2002-11-01,53.590000,56.200001,52.570000,53.900002,36.322689,172707800
2002-12-01,55.959999,56.740002,48.950001,50.509998,34.038208,172622000
2003-01-01,50.650002,52.180000,46.919998,47.799999,32.259445,177204400
2003-02-01,47.770000,49.790001,46.250000,48.060001,32.434933,147045300
2003-03-01,48.599998,54.860001,46.500000,52.029999,35.114216,177796800
2003-04-01,52.099998,57.509998,51.520000,56.320000,38.075054,169673200
2003-05-01,56.320000,56.950001,51.630001,52.610001,35.566917,190744000
2003-06-01,52.959999,55.590000,52.119999,53.669998,36.283524,166620900
2003-07-01,53.500000,57.700001,53.000000,55.910000,37.859749,157989300
2003-08-01,55.720001,59.480000,54.779999,59.169998,40.067272,136669300
2003-09-01,58.959999,60.200001,55.799999,55.849998,37.819118,175100700
2003-10-01,56.020000,59.639999,56.009998,58.950001,39.918312,152140600
2003-11-01,58.770000,59.930000,54.360001,55.639999,37.736446,172384700
2003-12-01,55.639999,55.660000,50.500000,53.049999,35.979843,280065600
2004-01-01,53.349998,54.950001,51.580002,53.849998,36.586491,201663800
2004-02-01,54.200001,60.150002,54.150002,59.560001,40.465954,225419200
2004-03-01,59.669998,61.310001,57.270000,59.689999,40.554272,222337300
2004-04-01,58.750000,60.139999,56.150002,57.000000,38.813694,193281000
2004-05-01,57.000000,57.520000,53.450001,55.730000,37.948898,205337100
2004-06-01,55.450001,57.830002,51.930000,52.500000,35.833836,214484500
2004-07-01,53.099998,54.189999,51.500000,53.009998,36.181927,210007000
2004-08-01,53.020000,54.970001,51.080002,52.669998,35.949863,186258300
2004-09-01,52.459999,53.959999,51.099998,53.200001,36.397682,206640300
2004-10-01,53.500000,54.380001,51.910000,53.919998,36.890293,185838900
