Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,6.164063,6.687500,5.671875,5.687500,4.457898,142004800
2000-02-01,5.679688,6.062500,3.312500,3.554688,2.786186,397492800
2000-03-01,3.554688,5.000000,3.226563,4.953125,3.882293,325264000
2000-04-01,5.125000,5.734375,4.546875,5.429688,4.263577,187183200
2000-05-01,5.429688,5.890625,4.734375,5.359375,4.208364,145275200
2000-06-01,5.390625,5.609375,4.351563,4.976563,3.907770,148908800
2000-07-01,5.125000,5.968750,4.968750,5.468750,4.300866,118205600
2000-08-01,5.468750,6.062500,4.945313,4.947266,3.890746,187812000
2000-09-01,5.046875,5.250000,4.437500,5.007813,3.938366,229575200
2000-10-01,5.007813,5.437500,4.367188,4.992188,3.932186,181374400
2000-11-01,4.960938,5.617188,4.890625,5.328125,4.196794,135044000
2000-12-01,5.343750,7.125000,5.031250,6.976563,5.495212,242557600
2001-01-01,6.843750,7.507813,6.343750,6.876250,5.423420,307727200
2001-02-01,6.875000,7.165000,4.661250,4.878750,3.847957,310156800
2001-03-01,4.882500,5.156250,4.415000,5.043750,3.978095,227849600
2001-04-01,5.040000,5.256250,4.537500,5.226250,4.128819,198206400
2001-05-01,5.150000,5.717500,4.781250,5.137500,4.058707,202687200
2001-06-01,5.150000,5.625000,5.062500,5.248750,4.146597,221994400
2001-07-01,5.225000,6.012500,5.041250,5.943750,4.702394,198777600
2001-08-01,5.908750,6.475000,5.807500,6.250000,4.944684,186447200
2001-09-01,6.281250,6.500000,5.093750,5.851250,4.629213,242140800
2001-10-01,5.847500,6.370000,5.768750,6.170000,4.887421,247352800
2001-11-01,6.075000,6.803750,5.956250,6.623750,5.246845,179064000
2001-12-01,6.622500,7.303750,6.250000,7.030000,5.568649,308527200
2002-01-01,7.040000,7.631250,6.825000,7.488750,5.938573,256148800
2002-02-01,7.481250,7.580000,7.091250,7.357500,5.834494,171968000
2002-03-01,7.350000,8.035000,7.131250,7.501250,5.948486,258675200
2002-04-01,7.450000,7.450000,6.600000,6.666250,5.291563,276537600
2002-05-01,6.612500,7.052500,6.500000,6.718750,5.333237,227011200
2002-06-01,6.708750,7.037500,6.027500,6.706250,5.323312,284765600
2002-07-01,6.793750,7.231250,5.637500,6.161250,4.896531,339646400
2002-08-01,6.062500,6.062500,5.062500,5.397500,4.289556,407546400
2002-09-01,5.350000,5.715000,5.043750,5.397500,4.289556,274517600
2002-10-01,5.398750,6.028750,4.816250,5.898750,4.694463,302560000
2002-11-01,5.893750,6.025000,5.353750,5.597500,4.454717,245716800
2002-12-01,5.750000,5.891250,5.148750,5.558750,4.423880,267160800
2003-01-01,5.571250,6.053750,5.315000,5.567500,4.438040,209041600
2003-02-01,5.581250,5.872500,5.297500,5.796250,4.620384,197583200
2003-03-01,5.812500,6.675000,5.688750,6.427500,5.123574,328340800
2003-04-01,6.437500,6.957500,6.282500,6.691250,5.341586,218646400
2003-05-01,6.716250,7.070000,6.437500,6.998750,5.587061,230232000
2003-06-01,7.006250,7.187500,6.575000,6.686250,5.337594,327230400
2003-07-01,6.686250,6.807500,6.282500,6.467500,5.169439,224850400
2003-08-01,6.437500,7.133750,6.200000,7.122500,5.692975,184159200
2003-09-01,7.132500,7.781250,6.883750,7.602500,6.076639,261538400
2003-10-01,7.600000,8.116250,7.587500,7.987500,6.392446,238666400
2003-11-01,7.987500,8.435000,7.586250,8.406250,6.727570,239918400
2003-12-01,8.431250,8.567500,7.902500,8.557500,6.848619,265883200
2004-01-01,8.587500,8.827500,8.288750,8.707500,6.979561,184354400
2004-02-01,8.700000,9.325000,8.690000,9.156250,7.339257,171486400
2004-03-01,9.212500,9.820000,9.027500,9.733750,7.802157,291142400
