Date,Open,High,Low,Close,Adj Close,Volume
1985-01-01,1.294271,1.343750,1.244792,1.250000,0.501409,310324800
1985-02-01,1.250000,1.322917,1.239583,1.322917,0.530657,311376000
1985-03-01,1.322917,1.463542,1.322917,1.458333,0.584977,348480000
1985-04-01,1.458333,1.505208,1.408854,1.427083,0.578920,331833600
1985-05-01,1.427083,1.466146,1.375000,1.414063,0.573639,336014400
1985-06-01,1.414063,1.502604,1.385417,1.445313,0.586316,457723200
1985-07-01,1.445313,1.559896,1.401042,1.505208,0.617257,522912000
1985-08-01,1.507813,1.541667,1.473958,1.492188,0.611917,209078400
1985-09-01,1.492188,1.505208,1.403646,1.453125,0.595899,397555200
1985-10-01,1.453125,1.510417,1.440104,1.492188,0.618552,258590400
1985-11-01,1.492188,1.765625,1.489583,1.734375,0.718944,346084800
1985-12-01,1.731771,1.838542,1.708333,1.760417,0.736375,340382400
1986-01-01,1.760417,1.770833,1.598958,1.747396,0.730929,288134400
1986-02-01,1.747396,2.046875,1.713542,2.005208,0.838770,263145600
1986-03-01,2.005208,2.291667,1.945313,2.192708,0.917201,343992000
1986-04-01,2.187500,2.500000,2.052083,2.322917,0.979402,416294400
1986-05-01,2.322917,2.432292,2.179688,2.416667,1.018930,356491200
1986-06-01,2.403646,2.614583,2.307292,2.614583,1.102376,364080000
1986-07-01,2.742188,2.804688,2.359375,2.445313,1.038110,364022400
1986-08-01,2.445313,2.500000,2.312500,2.367188,1.004944,226736000
1986-09-01,2.367188,2.375000,2.054688,2.117188,0.898812,341526400
1986-10-01,2.117188,2.453125,2.109375,2.289063,0.978702,255110400
1986-11-01,2.289063,2.343750,2.164063,2.281250,0.975361,198112000
1986-12-01,2.265625,2.476563,2.210938,2.359375,1.016026,326555200
1987-01-01,2.359375,2.773438,2.359375,2.664063,1.147234,392235200
1987-02-01,2.664063,2.867188,2.562500,2.804688,1.207793,238840000
1987-03-01,2.804688,3.062500,2.648438,2.859375,1.231343,394820800
1987-04-01,2.859375,2.937500,2.546875,2.664063,1.154398,319137600
1987-05-01,2.656250,2.718750,2.382813,2.679688,1.161169,313339200
1987-06-01,2.679688,2.914063,2.656250,2.781250,1.205178,242238400
